Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1995-12-22,1995,December,Friday,21:38,Guinea,"Bagasin, Papua New Guinea",Island Airways,Civilian,Madang - Bundi,Britten Norman Bn-2A-21 Trislander,12,2,0.17,0,Collision/Impact,"Diverted from Madang to Bagasin, overran the runway and crashed."
1996-03-12,1996,March,Tuesday,21:38,Turkmenistan,"Karabogazgol Bay, Turkmenistan",Akhal Air,Civilian,Unavailable,Mil Mi-8T (Helicopter),12,12,1.0,0,Pilot Error,Crashed into the sea while approaching an oil rig to land in strong winds.
1996-01-08,1996,January,Monday,12:43,,"Kinshasa, Zaire",African Air,Civilian,Kinshasa - Kahemba,Antonov An-32B,6,2,0.33,225,Pilot Error,"The aircraft failed to gain altitude after taking off from N'Dolo Airport and ran off the runway and crashed into a market square. The plane was overloaded by 595 lbs. The aircraft certification was revoked and crew did not have authorization to fly. The number killed on the ground varies widely from different sources. The number of fatalities, 225, is derived from the publication Weekly Mail and Guardian in an article covering the court trial of the pilots, charging them with the deaths of 225 people. Some sources quote as many as 350 died."
1996-01-08,1996,January,Monday,12:43,Barbados,"Off Bridgetown, Barbados",Mustique Airways,Civilian,Union Island - Bridgetown,Britten-Norman Bn-2A-27 Islander,10,1,0.1,0,Pilot Error,After losing an engine the plane began to lose altitude and ditched in the AtlantiOcean 30 km southwest of Bridgetown.
1996-01-18,1996,January,Thursday,20:20,Nigeria,"Near Kano, Nigeria",Military - Nigerian Air Force,Military,Unavailable,Hawker Siddeley Hs-748,14,14,1.0,0,Pilot Error,Crashed 4.5 miles short of the runway while making an approach to Kano. Claimed to be shot down by the United Front for Nigeria's Liberation.
1996-01-22,1996,January,Monday,12:00,Sri Lanka,"Off Point Pedro, Sri Lanka",Military - Sri Lanka Air Force,Military,Unavailable,Mil Mi-17 (Helicopter),39,39,1.0,0,Collision/Impact,Shot down by Tamil rebels and crashed into the Indian Ocean.
1996-01-29,1996,January,Monday,16:26,New Caledonia,"Near Blenheim, New Zealand",Soundsair,Civilian,Wellington - Picton,Cessna 208 Caravan I,6,5,0.83,0,Pilot Error,"The aircraft crashed into Mt. Robertson at 1, 400 ft. after entering a layer of clouds on its eastern slope. Descent  by the pilot into a cloud layer at high speed with insufficient forward visibility. Descent under a cloud layer; misidentification of terrain features; loss of 'positional awareness'; insufficient forward visibility; the high speed of the aircraft; and the pilot's decision making."
1996-02-04,1996,February,Sunday,14:12,Paraguay,"Asuncion, Paraguay",Lineas Aereas Del Caribe,Civilian,Asuncion - Campina Grande,Mcdonnell Douglas Dc-8-55F,4,4,1.0,24,Pilot Error,"The No. 1 engine failed or power was reduced after takeoff followed by loss of the second engine. With the gear down and flaps extended,  the crew lost control of the aircraft and crashed 1.2 miles past the runway into a soccer field killing 24 on the ground."
1996-02-05,1996,February,Monday,09:50,USA,"St. Johns, Arizona",Business Air Connection,Civilian,"St. Johns, Az - Brownsville, Tx",Convaircv-440,4,4,1.0,0,Pilot Error,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane."
1996-02-06,1996,February,Tuesday,23:47,Puerto Rico,"Off Puerto Plata, Domincan Republic","Alas Nacionales, Leased From Birgen Air",Civilian,Puerto Plata - Gander,Boeing B-757-225,189,189,1.0,0,Mechanical Failure,"The plane crashed into the AtlantiOcean, 21 km north of Puerto Plata, shortly after taking off. Incorrect airspeed indications resulting from a clogged pitot tube. The readings were greater than the actual airspeed resulting in the crew reducing  power and leading to a stall. Failure of the crew to recognize the activation of the control column shaker as a warning of an imminent stall. Failure of the crew to carry out the procedures to recover the aircraft from the stall and restore lift."
1996-02-06,1996,February,Tuesday,20:20,Mexico,"Near Ensenada, Mexico",Aérotaxi Cachanilla,Civilian,Tijuana - Ensenada,Cessna 500 Citation,8,8,1.0,0,Pilot Error,Crashed into a hill in heavy fog while on approach.
1996-02-11,1996,February,Sunday,20:20,Afghanistan,"Near Kandahar, Afghanistan",Military - Taliban Militia,Military,Unavailable,Douglas Dc-3,20,20,1.0,0,Military Action,The helicopter was shot down.
1996-02-12,1996,February,Monday,12:01,Portugal,"Port-Au-Prince, Hati",Hati Express,Civilian,Port-Au-Prince - Cap Haitien,Gaf Nomad N-24A,15,11,0.73,0,Collision/Impact,"Shortly after lifting off of the ground, the aircraft rolled to the right and struck the ground ending up inverted in a ditch."
1996-02-16,1996,February,Friday,12:01,Guatemala,"El Zapotal, Guatemala",Avcom,Civilian,Guatemala City - Cantabal,De Havilland Canada Dhc-6 Twin Otter 300,2,2,1.0,0,Collision/Impact,"On a positioning flight, while on final the aircraft descended below MDA and crashed."
1996-02-19,1996,February,Monday,12:01,Austria,"Salzburg, Austria",Private Wings,Civilian,Berlin - Salzburg,Cessna 550 Citation,10,10,1.0,0,Runway Issues,Stalled and when into a vertical dive 2 miles short of the runway.
1996-02-26,1996,February,Monday,19:00,Sudan,"Near Jabal Awliya, Sudan",Military - Sudanese Air Force,Military,El Obeid - Khartoum,Lockheed C-130H,91,91,1.0,0,Pilot Error,Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.
1996-02-27,1996,February,Tuesday,05:40,Angola,"Near Lukapa, Angola",Aero Tropical,Civilian,Ludana - Lukapa,Antonov 12Bp,8,8,1.0,0,Pilot Error,The cargo plane crashed in rain and poor visibility while on approach.
1996-02-29,1996,February,Thursday,20:25,Peru,"Arequipa, Peru",Compania De Aviacion Faucett Sa (Peru),Civilian,Lima - Arequipa,Boeing B-737-222,123,123,1.0,0,Pilot Error,"The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9,500 ft. when the aircraft was actually flying 8,640 ft. Controlled flight into terrain."
1996-03-02,1996,March,Saturday,20:25,Brazil,"Sao Paulo, Brazil",Madrid Taxi Aéreo - Charter,Civilian,Brasilia - Sao Paulo,Gates Learjet 25D,9,9,1.0,0,Pilot Error,"The crew was advised they were too high and fast while on approach to Sao Paulo. The pilot initiated a visual go-around but collided with a mountain at 3,280 ft.  Brazilian pop group Mamanas Assassinas killed."
1996-03-09,1996,March,Saturday,20:25,Peru,"Near Mesones Muro, Peru",Military - Peruvian Army Aviation,Military,Condorcanqui - Bagua,Mil Mi-17,23,23,1.0,0,Collision/Impact,Crashed and exploded north of it's destination in heavy fog after flying into a mountain ridge.
1996-03-13,1996,March,Wednesday,20:25,"Venezuela, Bolivarian Republic of","Near Punto Fijo, Venezuela",Avia Air Aruba,Civilian,Ariba - Punto Fijo,Cessna 402,8,8,1.0,0,Pilot Error,Crashed after experiencing an engine fire. The pilot tried to make a forced landing but the engine and part of the left wing broke away.
1996-03-17,1996,March,Sunday,12:37,USA,"Key West, Florida",Key West Sea Plane Service - Air Taxi,Civilian,Unavailable,Cessna U206G,5,5,1.0,0,Pilot Error,"The pilot's improper decision to continue the flight rather than making an immediate water landing due to the low altitude of the airplane and obstructions ahead, which led to his intentional maneuver to avoid the obstructions and subsequent inadvertent stall and loss of control."
1996-04-03,1996,April,Wednesday,14:52,Croatia,"Near Dubrovnik, Croatia",Military - U.S. Air Force,Military,Tizla - Dubrovnik,Boeing B-737-T43,35,35,1.0,0,Pilot Error,"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage."
1996-04-05,1996,April,Friday,14:44,Russian Federation,"Near Petropavlovsk, Russia",Krasnoyarskie Avialinii,Civilian,Novosibirsk - Petropavlovsk,Ilyushin Il-76Td,20,20,1.0,0,Pilot Error,"The aircraft, carrying 57 tones of detergent, crashed into a mountain at an altitude of 2,900 feet. Fuel starvation."
1996-04-05,1996,April,Friday,14:44,Åland Islands,"Off Matsu Island, Taiwan",Formosa Airlines,Civilian,Taipei - Matsu Island,Dornier 228-212,17,6,0.35,0,Pilot Error,After holding for 30 minutes the aircraft undershot the runway during a visual approach and crashed into the sea in heavy fog.
1996-04-11,1996,April,Thursday,08:24,USA,"Cheyenne, Wyoming",Private,Civilian,"Cheyenne, Wy - Lincoln, Ne",Cessna 177B,3,3,1.0,0,Pilot Error,"Seven- year-old trainee pilot, Jessica Dubroff, accompanied by her father (a passenger) and the pilot-in-command, were engaged in a trans-continental record attempt involving 6,660 miles of flying in 8 consecutive days. The plane departed towards a nearby thunderstorm in deteriorating weather. Witnesses describe the plane's climb rate and speed as slow and they observed the aircraft enter a roll consistent with a stall. The plane's gross weight was 84 pounds over the maximum limit. Pilot's improper decision to take off into deteriorating weather conditions when the airplane was overweight resulting in stall caused by failure to maintain airspeed."
1996-05-03,1996,May,Friday,22:00,Sudan,"Near Haj Yousif, Sudan",Federal Airlines,Civilian,Wadi Halfa - Khartoum,Antonov An-24,53,53,1.0,0,Pilot Error,"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building."
1996-05-09,1996,May,Thursday,22:00,Canada,"Near Terrace, British Columbia, Canada",Buffalo Narrows Airways,Civilian,Unavailable,De Havilland Canada Dhc-3 Otter,2,2,1.0,0,Collision/Impact,On a positioning flight the aircraft flew into a mountain.
1996-05-10,1996,May,Friday,22:00,Mexico,"Otaez, Mexico",Aeroservicios Empresariales De Durango,Civilian,Durango - Otaez,De Havilland Canada Dhc-6 Twin Otter 200,19,16,0.84,0,Weather,Crashed into high ground while attempting to land at a mine airstrip in turbulence and stong gusty winds.
1996-05-11,1996,May,Saturday,13:15,Guinea,"Oumba, Papua New Guinea",Milne Bay Air,Civilian,Menyamya - Marakawa,Britten Norman Bn-2A-20 Trislander,10,1,0.1,0,Collision/Impact,Crashed into a ridge line shrouded in clouds while en route.
1996-05-11,1996,May,Saturday,14:15,USA,"Everglades, Miami, Florida",Valujet,Civilian,Miami - Atlanta,Mcdonnell Douglas Dc-9-32,110,110,1.0,0,Mechanical Failure,"The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46."
1996-05-19,1996,May,Sunday,23:36,United Arab Emirates,"Griesta, United Kingdom",Loganair,Civilian,Inverness - Lerwick,Britten-Norman Bn-2A-26 Islander,3,3,1.0,0,Pilot Error,Crashed during a second attempt at landing
1996-06-06,1996,June,Thursday,23:36,Congo,"Kinshasa, Democratirepublicongo",Hoseba,Civilian,"Kinshasa, Congo  - Athens, Greece",Ilyushin 76Md,10,10,1.0,0,Pilot Error,Crashed during takeoff.
1996-06-09,1996,June,Sunday,14:55,"Iran, Islamic Republic of","Rasht, Iran",Iran Air,Civilian,Training,Boeing 727-286,7,7,1.0,0,Pilot Error,The training flight crashed into a field during touch-and-go landings.
1996-06-12,1996,June,Wednesday,19:00,Australia,"Near Rollingstone, Queensland  Australia",Military - Australian Army Aviation,Military,Unavailable,Sikorsky S-70 / Sikorsky S-70,28,18,0.64,0,Pilot Error,The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.
1996-06-13,1996,June,Thursday,12:07,Japan,"Fukuoka, Japan",Garuda Indonesia Airlines,Civilian,Fukuoka - Denpasar,Mcdonnell Douglas Dc-10-30,275,3,0.01,0,Pilot Error,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxifumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.
1996-06-21,1996,June,Friday,17:04,China,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),Civilian,Dalian - Shanghai,Harbin Yunshuji Y-12-Ii,12,2,0.17,0,Pilot Error,The aircraft crashed into a mountain after deviating off course during a landing attempt.
1996-07-06,1996,July,Saturday,15:42,USA,"Pensacola, Florida",Delta Air Lines,Civilian,Pensacola - Atlanta,Mcdonnell Douglas Md-88,142,2,0.01,0,Mechanical Failure,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.
1996-07-09,1996,July,Tuesday,16:30,Guinea,"Papua, New Guinea",Milne Bay Air,Civilian,Bosavi - Mendi,De Havilland Canada Dhc-6 Twin Otter 300,20,20,1.0,0,Pilot Error,"Just after beginning its final approach, the aircraft crashed into the side of a  mountain at about 9,200 feet in rain and poor visibility."
1996-07-11,1996,July,Thursday,09:00,India,"Near Kanda, India",Archana Airlines,Civilian,Delhi - Shimla - Kulu,Let 410,9,9,1.0,0,Unknown,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.
1996-07-15,1996,July,Monday,18:00,Netherlands,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,Military,"Villafranca, Italy - Eindhoven Ab",Lockheed C-130H,41,34,0.83,0,Mechanical Failure,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy."
1996-07-17,1996,July,Wednesday,20:31,USA,"Off East Moriches, New York",Trans World Airlines,Civilian,New York City - Paris,Boeing B-747-131,230,230,1.0,0,Collision/Impact,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the AtlantiOcean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists."
1996-07-17,1996,July,Wednesday,16:35,Mexico,"Near Playa Del Carmen, Mexico",Aerolatino (Aerocaribe),Civilian,Holvox Island - Playa Del Carmen,De Havilland Canada Dhc-6 Twin Otter 300,18,1,0.06,0,Collision/Impact,Crashed 150 ft. short of the runway.
1996-07-20,1996,July,Saturday,15:15,USA,"Russian Mission, Alaska",Northern Air Cargo,Civilian,Emmonak - Aniak,Douglas Dc-6A,4,4,1.0,0,Pilot Error,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system."
1996-07-24,1996,July,Wednesday,15:15,Myanmar,"Near Mergui, Manmar",Myanmar Airways,Civilian,Rangoon - Mergui,Fokker F-27 Friendship 600,49,8,0.16,0,Pilot Error,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine."
1996-08-12,1996,August,Monday,13:47,Canada,"Markham Bay, Canada",First Air,Civilian,Iqaluit - Markham Bay,De Havilland Canada Dhc-6 Twin Otter 300,2,2,1.0,0,Mechanical Failure,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown."
1996-08-14,1996,August,Wednesday,13:47,Canada,"Near Bronson Creek, British Columbia, Canada",Air North,Civilian,Bronson Creek - Wrangell,Douglas Dc-4,3,1,0.33,0,Pilot Error,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river."
1996-08-17,1996,August,Saturday,23:48,USA,"Near Jackson Hole, Wyoming",Military - U.S. Air Force,Military,"Jackson Hole, Wy - New York, Ny",Lockheed C-130H Hercules,9,9,1.0,0,Mechanical Failure,The plane struck a mountain. Failure of the crew to monitor the aircraft's position and flight path relative to high terrain surrounding Jackson Hole Airport.
1996-08-18,1996,August,Sunday,19:50,Canada,"Near Alliford Bay, British Columbia, Canada2",Harbour Air,Civilian,Tasu - Alliford,De Havilland Canada Dhc-3 Turbo Otter,3,3,1.0,0,Pilot Error,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather."
1996-08-19,1996,August,Monday,03:16,,"Belgrade, Yugosalvia",Spair Air Transport,Civilian,Belgrade - Malta,Ilyushin Il-76T,12,12,1.0,0,Collision/Impact,"After taking off from Belgrade, the plane experienced electrical problems and returned to the airport. After dumping fuel and circling for 3 hours, the plane crashed into a corn field 800m short of the runway."
1996-08-29,1996,August,Thursday,10:22,Norway,"Spitsbergen, Norway",Vnokovo Airlines,Civilian,Moscow - Svalbard,Tupolev Tu-154M,141,141,1.0,0,Pilot Error,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands."
1996-09-13,1996,September,Friday,10:22,Brazil,"Joinville, Brazil",Helisul Taxi Aéreo,Civilian,Porto Alegre - Joinville,Embraer Emb-110 Bandeirante,2,2,1.0,0,Pilot Error,The cargo plane crashed while approaching to land. The crew did not notice an incorrect heading due to an inoperative beacon and crashed into a hill.
1996-09-23,1996,September,Monday,17:00,USA,"Anchorage, Alaska",Air Taxi - Stearns Air Alaska,Civilian,Unavailable,Cessna 206G,5,3,0.6,0,Pilot Error,"After taking off, the aircraft stopped climbing, struck a pole and crashed and burn. Improper installation of a connecting bolt in the throttle linkage, which resulted in a worn/disconnected throttle arm, partial loss of engine power, and a forced landing after takeoff."
1996-09-25,1996,September,Wednesday,16:37,Netherlands,"Waddenzee, Netherlands",Dutch Dakota Association,Civilian,Texel - Amsterdam,Douglas Dc-3C,32,32,1.0,0,Pilot Error,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible."
1996-10-02,1996,October,Wednesday,01:16,Peru,"Off Pasamayo, Peru",Aeroperu,Civilian,Lima - Santiago,Boeing B-757-200,70,70,1.0,0,Pilot Error,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the statiports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the statiports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail."
1996-10-03,1996,October,Thursday,01:16,Congo,"Kahemba, Congo",Malu Aviation,Civilian,Unavailable,De Havilland Canada Dhc-6 Twin Otter 200,21,6,0.29,0,Collision/Impact,Crashed on take off.
1996-10-06,1996,October,Sunday,01:16,Angola,"Lukapa, Angola",Savanair,Civilian,Unavailable,Antonov 12B,19,6,0.32,0,Pilot Error,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.
1996-10-08,1996,October,Tuesday,10:50,USA,"San Francesco Al Campo, Italy",Aeroflot,Civilian,"Moscow - Turin, Italy",Antonov An-124,23,2,0.09,0,Collision/Impact,The cargo plane struck trees and a house while making a second attempt to land.
1996-10-13,1996,October,Sunday,14:55,USA,"Ketchikan, Alaska",Air Taxi - Seaside Air Service,Civilian,Unavailable,De Havilland Dhc-2,3,3,1.0,0,Pilot Error,"The float plane crashed 55 minutes after departure into a 3,200 ft. mountain. Continued flight by the pilot into adverse weather condition, and his failure to maintain adequate altitude/clearance from mountainous terrain. Factors related to the accident were the high/mountainous terrain, and weather conditions that included low ceilings."
1996-10-20,1996,October,Sunday,12:12,Canada,"Eel River Crossing, New Brunswick, Canada",Telford Aviation,Civilian,"Port Meiner, Quebe- Bangor, Maine",Piper Pa-31-350 Navajo Chieftain,8,8,1.0,0,Pilot Error,"31-7952246The pilot reported that he had a rough running engine and was making an emergency landing at Charlo Airport. While maneuvering to land, he crashed 3 miles west of the runway. Loss of power from the right engine, and the pilot did not conserve altitude or configure the aircraft for maximum performance following the loss of power. Control of the aircraft was probably lost as the pilot was attempting to intercept the ILS for Runway 13 during a low-level turn. Contributing factors were the overweight condition of the aircraft and the lack of in-flight emergency procedures training received by the pilot."
1996-10-22,1996,October,Tuesday,22:41,Ecuador,"Manta, Ecuador",Million Air,Civilian,Manta - Miami,Boeing B-707-323C,4,4,1.0,30,Mechanical Failure,"The cargo plane, carrying flowers and frozen fish crashed into the Dolorosa district, bursting into flames shortly after taking off. One engine caught fire during the climb-out."
1996-10-26,1996,October,Saturday,20:45,Russian Federation,"Khanty, Russia",Tyumen Aviatrans,Civilian,Tyumen - Khanty,Yakovlev Yak-40,34,5,0.15,0,Weather,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames."
1996-10-31,1996,October,Thursday,08:27,Brazil,"Sao Paolo, Brazil",Tam (Brazil),Civilian,Sao Paulo - Rio De Janiero,Fokker 100,95,95,1.0,3,Pilot Error,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine.
1996-11-01,1996,November,Friday,08:10,Guatemala,"Near Tikal, Guatemala",Transported Areos Profesionales - Tapsa,Civilian,Guatemala City - Flores,Embraer 110P1 Bandeirante,16,16,1.0,0,Pilot Error,"The plane crashed into a mountain 1 hour after take off, at an altitude of 900 ft., in strong winds, while on approach to Santa Elena."
1996-11-07,1996,November,Thursday,09:29,France,"Aubusson, France",Jetcom S.A.,Civilian,Geneva - Bordeaux,Cessna 421C Golden Eagle,8,8,1.0,0,Pilot Error,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot’s relative lack of experience on this aircraft type, his false notions about the aircraft’s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft’s altitude no longer made this possible."
1997-03-12,1997,March,Wednesday,09:29,Angola,"Lucapa, Angola",Alada,Civilian,Luanda - Lucapa,Antonov An-12B,16,16,1.0,0,Collision/Impact,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.
1996-11-07,1996,November,Thursday,17:00,Nigeria,"Lagos, Nigeria",Aviation Development Corporation,Civilian,Port Harcourt - Lagos,Boeing B-727-231,143,143,1.0,0,Mechanical Failure,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.
1996-11-12,1996,November,Tuesday,18:40,India,"Near Charkhidadri, India",Saudi Arabian Airlines / Kazastan Airlines,Civilian,New Delhi - Dhahran / Chimkent - New Delhi,Boeing B-747-168B / Ilyushin Il-76Td,349,349,1.0,0,Pilot Error,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazastan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight."
1996-11-13,1996,November,Wednesday,18:40,Kenya,"Ngong, Kenya",Kismayo Airlines,Civilian,Unavailable,Piper Pa-31-350 Navajo,8,8,1.0,0,Unknown,No remark
1996-11-14,1996,November,Thursday,18:40,Aruba,"Bolchaïa Pyssa, Russia",Komi Avia,Civilian,Unavailable,Antonov An-2,15,14,0.93,0,Pilot Error,Lost altitude and crashed while en route in poor weather. Icing.
1996-11-19,1996,November,Tuesday,17:01,USA,"Quincy, Illinois",United Express  / Private,Civilian,"Burlington, Ia - Quincy, Ia",Beechcraft 1900-C / Beech King Air A90,14,14,1.0,0,Pilot Error,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and 'see-and-avoid' procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages."
1996-11-22,1996,November,Friday,19:30,USA,"Off Cape Mendocino, Ca",Military - U.S. Air Force,Military,"San Diego, Ca - Portland, Or",Lockheed Hc-130P Hercules,11,10,0.91,0,Mechanical Failure,"Crashed 60 miles west of Cape Mendocino in the PacifiOcean. The crew reported losing an engine, followed by complete electrical failure."
1996-11-23,1996,November,Saturday,15:15,Comoros,"Off Moroni, Comoros",Ethiopian Airlines,Civilian,Addis Ababa - Nairobi,Boeing B-767-200Er,175,127,0.73,0,Pilot Error,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned."
